From,To,Distance
TAW,CRO,9194
TAW,YUG,8927
TAW,BOS,9120
TAW,SLV,9247
TAW,GRC,8973
TAW,CYP,8300
TAW,BUL,8812
TAW,MLD,8204
TAW,RUM,8515
TAW,RUS,7376
TAW,EST,8024
TAW,LAT,8162
TAW,LIT,8161
TAW,UKR,7980
TAW,BLR,8062
TAW,ARM,7200
TAW,GRG,7171
TAW,AZE,6754
TAW,FIN,7980
TAW,SWD,8378
TAW,NOR,8746
TAW,DEN,8874
TAW,ICE,9610
TAW,CAP,14122
TAW,STP,12420
TAW,GNB,13884
TAW,EQG,12073
TAW,GAM,13817
TAW,MLI,13170
TAW,SEN,13805
TAW,BEN,12569
TAW,MAA,13382
TAW,NIR,12206
TAW,CDI,13317
TAW,GUI,13863
TAW,BFO,12599
TAW,LBR,13820
TAW,SIE,13905
TAW,GHA,12863
TAW,TOG,12713
TAW,CAO,11870
TAW,NIG,12505
TAW,GAB,12222
TAW,CEN,11112
TAW,CHA,11065
TAW,CON,11835
TAW,DRC,11835
TAW,UGA,9916
TAW,KEN,9530
TAW,TAZ,9520
TAW,ZAN,9538
TAW,BUI,10378
TAW,RWA,10204
TAW,SOM,8531
TAW,DJI,8335
TAW,ETH,8880
TAW,ERI,8576
TAW,ANG,12238
TAW,MZM,11115
TAW,ZAM,11009
TAW,ZIM,10858
TAW,MAW,10415
TAW,SAF,11458
TAW,TRA,11458
TAW,OFS,11815
TAW,NAM,12406
TAW,LES,11723
TAW,BOT,11636
TAW,SWA,11235
TAW,MAG,9323
TAW,COM,9372
TAW,MAS,8534
TAW,SEY,7835
TAW,MOR,11556
TAW,ALG,10655
TAW,TUN,10125
TAW,LIB,10093
TAW,SUD,9203
TAW,IRN,6708
TAW,TUR,8189
TAW,IRQ,7403
TAW,EGY,8675
TAW,SYR,8113
TAW,LEB,8185
TAW,JOR,8215
TAW,ISR,8284
TAW,SAU,7459
TAW,YAR,8068
TAW,YEM,8068
TAW,YPR,8109
TAW,KUW,7187
TAW,BAH,6961
TAW,QAT,6986
TAW,UAE,6716
TAW,OMA,6355
TAW,AFG,5120
TAW,TKM,6067
TAW,TAJ,5138
TAW,KYR,4678
TAW,UZB,5107
TAW,KZK,4496
TAW,CHN,1645
TAW,TBT,3051
TAW,MON,2776
TAW,KOR,1433
TAW,PRK,1604
TAW,ROK,1433
TAW,JPN,2070
TAW,IND,4397
TAW,BHU,3195
TAW,PAK,4770
TAW,BNG,3163
TAW,MYA,2826
TAW,SRI,4917
TAW,NEP,3623
TAW,MAD,5731
TAW,THI,2582
TAW,CAM,2353
TAW,LAO,2154
TAW,VNM,2235
TAW,DRV,1678
TAW,RVN,2243
TAW,MAL,3248
TAW,SIN,3280
TAW,BRU,2398
TAW,PHI,1217
TAW,INS,3803
TAW,ETM,3752
TAW,AUL,7272
TAW,PNG,4695
TAW,NEW,9156
TAW,VAN,6697
TAW,SOL,5456
TAW,FJI,7787
TAW,MSI,5204
TAW,PAL,2374
TAW,FSM,4372
TAW,WSM,6964
KOR,USA,11218
KOR,CAN,10568
KOR,BHM,12776
KOR,CUB,12638
KOR,HAI,13486
KOR,DOM,13576
KOR,JAM,13393
KOR,TRI,14627
KOR,BAR,14379
KOR,DMA,14316
KOR,GRN,14462
KOR,SLU,14277
KOR,SVG,14346
KOR,AAB,13919
KOR,SKN,13872
KOR,BLZ,12907
KOR,MEX,12073
KOR,GUA,13043
KOR,HON,13272
KOR,SAL,13199
KOR,NIC,13518
KOR,COS,13845
KOR,PAN,14187
KOR,COL,14873
KOR,VEN,14567
KOR,GUY,15069
KOR,SUR,15230
KOR,ECU,15118
KOR,PER,16333
KOR,BRA,17504
KOR,BOL,17240
KOR,PAR,18601
KOR,CHL,18337
KOR,ARG,19402
KOR,URU,19565
KOR,UK,8926
KOR,IRE,9028
KOR,NTH,8629
KOR,BEL,8811
KOR,LUX,8747
KOR,FRN,9073
KOR,MNC,9159
KOR,LIE,8772
KOR,SWZ,8975
KOR,SPN,10066
KOR,AND,9583
KOR,POR,10521
KOR,GMY,8197
KOR,GFR,8671
KOR,GDR,8197
KOR,POL,7784
KOR,AUH,8329
KOR,AUS,8329
KOR,HUN,8230
KOR,CZE,8289
KOR,CZR,8289
KOR,SLO,8281
KOR,ITA,9054
KOR,SNM,8867
KOR,MLT,9324
KOR,ALB,8598
KOR,SER,8349
KOR,MNG,8541
KOR,MAC,8426
KOR,CRO,8557
KOR,YUG,8349
KOR,BOS,8545
KOR,SLV,8579
KOR,GRC,8549
KOR,CYP,8034
KOR,BUL,8301
KOR,MLD,7632
KOR,RUM,7987
KOR,RUS,6671
KOR,EST,7176
KOR,LAT,7371
KOR,LIT,7418
KOR,UKR,7353
KOR,BLR,7352
KOR,ARM,6905
KOR,GRG,6877
KOR,AZE,6493
KOR,FIN,7114
KOR,SWD,7498
KOR,NOR,7823
KOR,DEN,8030
KOR,ICE,8437
KOR,CAP,13370
KOR,STP,12541
KOR,GNB,13385
KOR,EQG,12217
KOR,GAM,13262
KOR,MLI,12801
KOR,SEN,13215
KOR,BEN,12511
KOR,MAA,12758
KOR,NIR,11994
KOR,CDI,13120
KOR,GUI,13444
KOR,BFO,12347
KOR,LBR,13519
KOR,SIE,13511
KOR,GHA,12785
KOR,TOG,12631
KOR,CAO,12012
KOR,NIG,12458
KOR,GAB,12401
KOR,CEN,11335
KOR,CHA,11069
KOR,CON,12185
KOR,DRC,12185
KOR,UGA,10398
KOR,KEN,10085
KOR,TAZ,10202
KOR,ZAN,10220
KOR,BUI,10884
KOR,RWA,10681
KOR,SOM,9128
KOR,DJI,8707
KOR,ETH,9253
KOR,ERI,8816
KOR,ANG,12649
KOR,MZM,12084
KOR,ZAM,11742
KOR,ZIM,11655
KOR,MAW,11165
KOR,SAF,12375
KOR,TRA,12375
KOR,OFS,12788
KOR,NAM,13167
KOR,LES,12702
KOR,BOT,12515
KOR,SWA,12193
KOR,MAG,10299
KOR,COM,10188
KOR,MAS,9631
KOR,SEY,8678
KOR,MOR,10856
KOR,ALG,10037
KOR,TUN,9593
KOR,LIB,9674
KOR,SUD,9374
KOR,IRN,6594
KOR,TUR,7825
KOR,IRQ,7285
KOR,EGY,8503
KOR,SYR,7921
KOR,LEB,7984
KOR,JOR,8065
KOR,ISR,8102
KOR,SAU,7588
KOR,YAR,8376
KOR,YEM,8376
KOR,YPR,8492
KOR,KUW,7204
KOR,BAH,7086
KOR,QAT,7123
KOR,UAE,6925
KOR,OMA,6631
KOR,AFG,5157
KOR,TKM,5943
KOR,TAJ,5038
KOR,KYR,4447
KOR,UZB,4905
KOR,KZK,4228
KOR,CHN,959
KOR,TBT,3409
KOR,MON,1982
KOR,TAW,1433
KOR,PRK,238
KOR,ROK,0
KOR,JPN,1173
KOR,IND,4704
KOR,BHU,3661
KOR,PAK,4865
KOR,BNG,3808
KOR,MYA,3820
KOR,SRI,5876
KOR,NEP,4042
KOR,MAD,6650
KOR,THI,3744
KOR,CAM,3641
KOR,LAO,3255
KOR,VNM,3560
KOR,DRV,2711
KOR,RVN,3567
KOR,MAL,4583
KOR,SIN,4656
KOR,BRU,3831
KOR,PHI,2624
KOR,INS,5227
KOR,ETM,5071
KOR,AUL,8333
KOR,PNG,5545
KOR,NEW,9948
KOR,VAN,7231
KOR,SOL,6013
KOR,FJI,8155
KOR,MSI,5161
KOR,PAL,3372
KOR,FSM,4604
KOR,WSM,7356
PRK,USA,11046
PRK,CAN,10388
PRK,BHM,12616
PRK,CUB,12499
PRK,HAI,13321
PRK,DOM,13404
PRK,JAM,13244
PRK,TRI,14434
PRK,BAR,14179
PRK,DMA,14121
PRK,GRN,14269
PRK,SLU,14081
PRK,SVG,14151
PRK,AAB,13724
PRK,SKN,13679
PRK,BLZ,12797
PRK,MEX,11994
PRK,GUA,12947
PRK,HON,13165
PRK,SAL,13100
PRK,NIC,13412
PRK,COS,13736
PRK,PAN,14061
PRK,COL,14733
PRK,VEN,14392
PRK,GUY,14866
PRK,SUR,15019
PRK,ECU,15008
PRK,PER,16253
PRK,BRA,17270
PRK,BOL,17119
PRK,PAR,18421
PRK,CHL,18382
PRK,ARG,19329
PRK,URU,19428
PRK,UK,8690
PRK,IRE,8790
PRK,NTH,8393
PRK,BEL,8575
PRK,LUX,8512
PRK,FRN,8838
PRK,MNC,8929
PRK,LIE,8541
PRK,SWZ,8743
PRK,SPN,9832
PRK,AND,9351
PRK,POR,10285
PRK,GMY,7963
PRK,GFR,8437
PRK,GDR,7963
PRK,POL,7553
PRK,AUH,8099
PRK,AUS,8099
PRK,HUN,8003
PRK,CZE,8058
PRK,CZR,8058
PRK,SLO,8052
PRK,ITA,8829
PRK,SNM,8639
PRK,MLT,9107
PRK,ALB,8379
PRK,SER,8127
PRK,MNG,8319
PRK,MAC,8207
PRK,CRO,8330
PRK,YUG,8127
PRK,BOS,8322
PRK,SLV,8351
PRK,GRC,8337
PRK,CYP,7837
PRK,BUL,8083
PRK,MLD,7411
PRK,RUM,7768
PRK,RUS,6443
PRK,EST,6941
PRK,LAT,7138
PRK,LIT,7187
PRK,UKR,7128
PRK,BLR,7123
PRK,ARM,6709
PRK,GRG,6681
PRK,AZE,6302
PRK,FIN,6879
PRK,SWD,7261
PRK,NOR,7586
PRK,DEN,7795
PRK,ICE,8204
PRK,CAP,13134
PRK,STP,12372
PRK,GNB,13159
PRK,EQG,12052
PRK,GAM,13034
PRK,MLI,12585
PRK,SEN,12985
PRK,BEN,12322
PRK,MAA,12527
PRK,NIR,11792
PRK,CDI,12916
PRK,GUI,13222
PRK,BFO,12141
PRK,LBR,13306
PRK,SIE,13292
PRK,GHA,12593
PRK,TOG,12439
PRK,CAO,11847
PRK,NIG,12270
PRK,GAB,12240
PRK,CEN,11183
PRK,CHA,10891
PRK,CON,12047
PRK,DRC,12047
PRK,UGA,10287
PRK,KEN,9987
PRK,TAZ,10126
PRK,ZAN,10143
PRK,BUI,10775
PRK,RWA,10567
PRK,SOM,9040
PRK,DJI,8586
PRK,ETH,9130
PRK,ERI,8675
PRK,ANG,12518
PRK,MZM,12057
PRK,ZAM,11668
PRK,ZIM,11593
PRK,MAW,11097
PRK,SAF,12336
PRK,TRA,12336
PRK,OFS,12760
PRK,NAM,13091
PRK,LES,12675
PRK,BOT,12467
PRK,SWA,12163
PRK,MAG,10281
PRK,COM,10137
PRK,MAS,9645
PRK,SEY,8638
PRK,MOR,10623
PRK,ALG,9809
PRK,TUN,9371
PRK,LIB,9460
PRK,SUD,9223
PRK,IRN,6419
PRK,TUR,7620
PRK,IRQ,7106
PRK,EGY,8314
PRK,SYR,7732
PRK,LEB,7794
PRK,JOR,7880
PRK,ISR,7914
PRK,SAU,7437
PRK,YAR,8247
PRK,YEM,8247
PRK,YPR,8374
PRK,KUW,7041
PRK,BAH,6938
PRK,QAT,6977
PRK,UAE,6788
PRK,OMA,6506
PRK,AFG,5008
PRK,TKM,5769
PRK,TAJ,4873
PRK,KYR,4270
PRK,UZB,4728
PRK,KZK,4048
PRK,CHN,820
PRK,TBT,3328
PRK,MON,1768
PRK,TAW,1604
PRK,KOR,238
PRK,ROK,238
PRK,JPN,1315
PRK,IND,4597
PRK,BHU,3593
PRK,PAK,4726
PRK,BNG,3768
PRK,MYA,3844
PRK,SRI,5875
PRK,NEP,3961
PRK,MAD,6635
PRK,THI,3806
PRK,CAM,3735
PRK,LAO,3309
PRK,VNM,3666
PRK,DRV,2763
PRK,RVN,3672
PRK,MAL,4686
PRK,SIN,4774
PRK,BRU,3996
PRK,PHI,2811
PRK,INS,5373
PRK,ETM,5284
PRK,AUL,8569
PRK,PNG,5783
PRK,NEW,10183
PRK,VAN,7458
PRK,SOL,6243
PRK,FJI,8369
PRK,MSI,5349
PRK,PAL,3606
PRK,FSM,4818
PRK,WSM,7573
ROK,USA,11218
ROK,CAN,10568
ROK,BHM,12776
ROK,CUB,12638
ROK,HAI,13486
ROK,DOM,13576
ROK,JAM,13393
ROK,TRI,14627
ROK,BAR,14379
ROK,DMA,14316
ROK,GRN,14462
ROK,SLU,14277
ROK,SVG,14346
ROK,AAB,13919
ROK,SKN,13872
ROK,BLZ,12907
ROK,MEX,12073
ROK,GUA,13043
ROK,HON,13272
ROK,SAL,13199
ROK,NIC,13518
ROK,COS,13845
ROK,PAN,14187
ROK,COL,14873
ROK,VEN,14567
ROK,GUY,15069
ROK,SUR,15230
ROK,ECU,15118
ROK,PER,16333
ROK,BRA,17504
ROK,BOL,17240
ROK,PAR,18601
ROK,CHL,18337
ROK,ARG,19402
ROK,URU,19565
ROK,UK,8926
ROK,IRE,9028
ROK,NTH,8629
ROK,BEL,8811
ROK,LUX,8747
ROK,FRN,9073
ROK,MNC,9159
ROK,LIE,8772
ROK,SWZ,8975
ROK,SPN,10066
ROK,AND,9583
ROK,POR,10521
ROK,GMY,8197
ROK,GFR,8671
ROK,GDR,8197
ROK,POL,7784
ROK,AUH,8329
ROK,AUS,8329
ROK,HUN,8230
ROK,CZE,8289
ROK,CZR,8289
ROK,SLO,8281
ROK,ITA,9054
ROK,SNM,8867
ROK,MLT,9324
ROK,ALB,8598
ROK,SER,8349
ROK,MNG,8541
ROK,MAC,8426
ROK,CRO,8557
ROK,YUG,8349
ROK,BOS,8545
ROK,SLV,8579
ROK,GRC,8549
ROK,CYP,8034
ROK,BUL,8301
ROK,MLD,7632
ROK,RUM,7987
ROK,RUS,6671
ROK,EST,7176
ROK,LAT,7371
ROK,LIT,7418
ROK,UKR,7353
ROK,BLR,7352
ROK,ARM,6905
ROK,GRG,6877
ROK,AZE,6493
ROK,FIN,7114
ROK,SWD,7498
ROK,NOR,7823
ROK,DEN,8030
ROK,ICE,8437
ROK,CAP,13370
ROK,STP,12541
ROK,GNB,13385
ROK,EQG,12217
ROK,GAM,13262
ROK,MLI,12801
ROK,SEN,13215
ROK,BEN,12511
ROK,MAA,12758
ROK,NIR,11994
ROK,CDI,13120
ROK,GUI,13444
ROK,BFO,12347
ROK,LBR,13519
ROK,SIE,13511
ROK,GHA,12785
ROK,TOG,12631
ROK,CAO,12012
ROK,NIG,12458
ROK,GAB,12401
ROK,CEN,11335
ROK,CHA,11069
ROK,CON,12185
ROK,DRC,12185
ROK,UGA,10398
ROK,KEN,10085
ROK,TAZ,10202
ROK,ZAN,10220
ROK,BUI,10884
ROK,RWA,10681
ROK,SOM,9128
ROK,DJI,8707
ROK,ETH,9253
ROK,ERI,8816
ROK,ANG,12649
ROK,MZM,12084
ROK,ZAM,11742
ROK,ZIM,11655
ROK,MAW,11165
ROK,SAF,12375
ROK,TRA,12375
ROK,OFS,12788
ROK,NAM,13167
ROK,LES,12702
ROK,BOT,12515
ROK,SWA,12193
ROK,MAG,10299
ROK,COM,10188
ROK,MAS,9631
ROK,SEY,8678
ROK,MOR,10856
ROK,ALG,10037
ROK,TUN,9593
ROK,LIB,9674
ROK,SUD,9374
ROK,IRN,6594
ROK,TUR,7825
ROK,IRQ,7285
ROK,EGY,8503
ROK,SYR,7921
ROK,LEB,7984
ROK,JOR,8065
ROK,ISR,8102
ROK,SAU,7588
ROK,YAR,8376
ROK,YEM,8376
ROK,YPR,8492
ROK,KUW,7204
ROK,BAH,7086
ROK,QAT,7123
ROK,UAE,6925
ROK,OMA,6631
ROK,AFG,5157
ROK,TKM,5943
ROK,TAJ,5038
ROK,KYR,4447
ROK,UZB,4905
ROK,KZK,4228
ROK,CHN,959
ROK,TBT,3409
ROK,MON,1982
ROK,TAW,1433
ROK,KOR,0
ROK,PRK,238
ROK,JPN,1173
ROK,IND,4704
ROK,BHU,3661
ROK,PAK,4865
ROK,BNG,3808
ROK,MYA,3820
ROK,SRI,5876
ROK,NEP,4042
ROK,MAD,6650
ROK,THI,3744
ROK,CAM,3641
ROK,LAO,3255
ROK,VNM,3560
ROK,DRV,2711
ROK,RVN,3567
ROK,MAL,4583
ROK,SIN,4656
ROK,BRU,3831
ROK,PHI,2624
ROK,INS,5227
ROK,ETM,5071
ROK,AUL,8333
ROK,PNG,5545
ROK,NEW,9948
ROK,VAN,7231
ROK,SOL,6013
ROK,FJI,8155
ROK,MSI,5161
ROK,PAL,3372
ROK,FSM,4604
ROK,WSM,7356
JPN,USA,10960
JPN,CAN,10382
JPN,BHM,12408
JPN,CUB,12154
JPN,HAI,13135
JPN,DOM,13269
JPN,JAM,12951
JPN,TRI,14454
JPN,BAR,14267
JPN,DMA,14163
JPN,GRN,14291
JPN,SLU,14131
JPN,SVG,14194
JPN,AAB,13778
JPN,SKN,13711
JPN,BLZ,12274
JPN,MEX,11320
JPN,GUA,12346
JPN,HON,12614
JPN,SAL,12511
JPN,NIC,12853
JPN,COS,13189
JPN,PAN,13599
JPN,COL,14337
JPN,VEN,14250
JPN,GUY,14959
JPN,SUR,15193
JPN,ECU,14437
JPN,PER,15502
JPN,BRA,17659
JPN,BOL,16524
JPN,PAR,18003
JPN,CHL,17197
JPN,ARG,18323
JPN,URU,18536
JPN,UK,9654
JPN,IRE,9682
JPN,NTH,9383
JPN,BEL,9580
JPN,LUX,9534
JPN,FRN,9846
JPN,MNC,10013
JPN,LIE,9610
JPN,SWZ,9807
JPN,SPN,10857
JPN,AND,10400
JPN,POR,11271
JPN,GMY,9012
JPN,GFR,9463
JPN,GDR,9012
JPN,POL,8645
JPN,AUH,9204
JPN,AUS,9204
JPN,HUN,9132
JPN,CZE,9132
JPN,CZR,9132
JPN,SLO,9161
JPN,ITA,9970
JPN,SNM,9758
JPN,MLT,10298
JPN,ALB,9561
JPN,SER,9289
JPN,MNG,9488
JPN,MAC,9391
JPN,CRO,9459
JPN,YUG,9289
JPN,BOS,9481
JPN,SLV,9463
JPN,GRC,9560
JPN,CYP,9112
JPN,BUL,9275
JPN,MLD,8588
JPN,RUM,8958
JPN,RUS,7572
JPN,EST,7969
JPN,LAT,8200
JPN,LIT,8279
JPN,UKR,8284
JPN,BLR,8235
JPN,ARM,7987
JPN,GRG,7959
JPN,AZE,7590
JPN,FIN,7895
JPN,SWD,8257
JPN,NOR,8540
JPN,DEN,8805
JPN,ICE,8872
JPN,CAP,14077
JPN,STP,13681
JPN,GNB,14263
JPN,EQG,13364
JPN,GAM,14110
JPN,MLI,13766
JPN,SEN,14043
JPN,BEN,13605
JPN,MAA,13576
JPN,NIR,13043
JPN,CDI,14156
JPN,GUI,14365
JPN,BFO,13374
JPN,LBR,14500
JPN,SIE,14446
JPN,GHA,13870
JPN,TOG,13717
JPN,CAO,13160
JPN,NIG,13557
JPN,GAB,13553
JPN,CEN,12498
JPN,CHA,12194
JPN,CON,13356
JPN,DRC,13356
JPN,UGA,11567
JPN,KEN,11247
JPN,TAZ,11343
JPN,ZAN,11361
JPN,BUI,12053
JPN,RWA,11851
JPN,SOM,10281
JPN,DJI,9880
JPN,ETH,10426
JPN,ERI,9986
JPN,ANG,13822
JPN,MZM,13128
JPN,ZAM,12876
JPN,ZIM,12770
JPN,MAW,12293
JPN,SAF,13447
JPN,TRA,13447
JPN,OFS,13834
JPN,NAM,14299
JPN,LES,13744
JPN,BOT,13604
JPN,SWA,13244
JPN,MAG,11334
JPN,COM,11291
JPN,MAS,10588
JPN,SEY,9766
JPN,MOR,11670
JPN,ALG,10922
JPN,TUN,10534
JPN,LIB,10670
JPN,SUD,10537
JPN,IRN,7727
JPN,TUR,8871
JPN,IRQ,8410
JPN,EGY,9604
JPN,SYR,9022
JPN,LEB,9082
JPN,JOR,9176
JPN,ISR,9205
JPN,SAU,8752
JPN,YAR,9549
JPN,YEM,9549
JPN,YPR,9665
JPN,KUW,8355
JPN,BAH,8251
JPN,QAT,8290
JPN,UAE,8096
JPN,OMA,7804
JPN,AFG,6322
JPN,TKM,7079
JPN,TAJ,6186
JPN,KYR,5578
JPN,UZB,6036
JPN,KZK,5354
JPN,CHN,2125
JPN,TBT,4568
JPN,MON,3028
JPN,TAW,2070
JPN,KOR,1173
JPN,PRK,1315
JPN,ROK,1173
JPN,IND,5874
JPN,BHU,4808
JPN,PAK,6034
JPN,BNG,4921
JPN,MYA,4809
JPN,SRI,6901
JPN,NEP,5199
JPN,MAD,7697
JPN,THI,4633
JPN,CAM,4423
JPN,LAO,4178
JPN,VNM,4299
JPN,DRV,3659
JPN,RVN,4309
JPN,MAL,5302
JPN,SIN,5306
JPN,BRU,4268
JPN,PHI,2999
JPN,INS,5725
JPN,ETM,5073
JPN,AUL,7850
JPN,PNG,4965
JPN,NEW,9180
JPN,VAN,6357
JPN,SOL,5191
JPN,FJI,7171
JPN,MSI,4070
JPN,PAL,3111
JPN,FSM,3650
JPN,WSM,6399
IND,USA,12106
IND,CAN,11401
IND,BHM,13526
IND,CUB,13906
IND,HAI,13870
IND,DOM,13749
IND,JAM,14178
IND,TRI,13817
IND,BAR,13482
IND,DMA,13591
IND,GRN,13727
IND,SLU,13545
IND,SVG,13601
IND,AAB,13335
IND,SKN,13378
IND,BLZ,14705
IND,MEX,14703
IND,GUA,15077
IND,HON,15028
IND,SAL,15125
IND,NIC,15199
IND,COS,15328
IND,PAN,15190
IND,COL,15255
IND,VEN,14290
IND,GUY,13822
IND,SUR,13674
IND,ECU,15956
IND,PER,16796
IND,BRA,14187
IND,BOL,16207
IND,PAR,15526
IND,CHL,16903
IND,ARG,15778
IND,URU,15564
IND,UK,6747
IND,IRE,7140
IND,NTH,6413
IND,BEL,6472
IND,LUX,6345
IND,FRN,6648
IND,MNC,6339
IND,LIE,6126
IND,SWZ,6306
IND,SPN,7323
IND,AND,6835
IND,POR,7843
IND,GMY,5822
IND,GFR,6271
IND,GDR,5822
IND,POL,5299
IND,AUH,5613
IND,AUS,5613
IND,HUN,5399
IND,CZE,5748
IND,CZR,5748
IND,SLO,5551
IND,ITA,5953
IND,SNM,5939
IND,MLT,5880
IND,ALB,5356
IND,SER,5291
IND,MNG,5395
IND,MAC,5213
IND,CRO,5645
IND,YUG,5291
IND,BOS,5455
IND,SLV,5757
IND,GRC,5050
IND,CYP,4204
IND,BUL,5062
IND,MLD,4670
IND,RUM,4839
IND,RUS,4360
IND,EST,5251
IND,LAT,5192
IND,LIT,5056
IND,UKR,4618
IND,BLR,4891
IND,ARM,3278
IND,GRG,3252
IND,AZE,2844
IND,FIN,5275
IND,SWD,5621
IND,NOR,6037
IND,DEN,5899
IND,ICE,7640
IND,CAP,10237
IND,STP,8027
IND,GNB,9714
IND,EQG,7682
IND,GAM,9707
IND,MLI,8923
IND,SEN,9732
IND,BEN,8184
IND,MAA,9384
IND,NIR,7885
IND,CDI,8966
IND,GUI,9627
IND,BFO,8292
IND,LBR,9507
IND,SIE,9646
IND,GHA,8480
IND,TOG,8332
IND,CAO,7478
IND,NIG,8118
IND,GAB,7838
IND,CEN,6735
IND,CHA,6677
IND,CON,7518
IND,DRC,7518
IND,UGA,5694
IND,KEN,5392
IND,TAZ,5566
IND,ZAN,5583
IND,BUI,6180
IND,RWA,5977
IND,SOM,4461
IND,DJI,4013
IND,ETH,4562
IND,ERI,4190
IND,ANG,7964
IND,MZM,7689
IND,ZAM,7107
IND,ZIM,7071
IND,MAW,6556
IND,SAF,7893
IND,TRA,7893
IND,OFS,8361
IND,NAM,8520
IND,LES,8287
IND,BOT,7983
IND,SWA,7775
IND,MAG,6040
IND,COM,5681
IND,MAS,5748
IND,SEY,4307
IND,MOR,7846
IND,ALG,6888
IND,TUN,6264
IND,LIB,6063
IND,SUD,4808
IND,IRN,2558
IND,TUR,4252
IND,IRQ,3193
IND,EGY,4445
IND,SYR,3937
IND,LEB,4015
IND,JOR,3986
IND,ISR,4086
IND,SAU,3069
IND,YAR,3705
IND,YEM,3705
IND,YPR,3795
IND,KUW,2858
IND,BAH,2578
IND,QAT,2598
IND,UAE,2320
IND,OMA,1967
IND,AFG,1023
IND,TKM,2037
IND,TAJ,1361
IND,KYR,1576
IND,UZB,1614
IND,KZK,1663
IND,CHN,3780
IND,TBT,1352
IND,MON,3327
IND,TAW,4397
IND,KOR,4704
IND,PRK,4597
IND,ROK,4704
IND,JPN,5874
IND,BHU,1220
IND,PAK,696
IND,BNG,1430
IND,MYA,2347
IND,SRI,2455
IND,NEP,795
IND,MAD,2796
IND,THI,2920
IND,CAM,3429
IND,LAO,2862
IND,VNM,3610
IND,DRV,2978
IND,RVN,3600
IND,MAL,3794
IND,SIN,4118
IND,BRU,4731
IND,PHI,4758
IND,INS,4936
IND,ETM,6586
IND,AUL,10287
IND,PNG,8563
IND,NEW,12592
IND,VAN,10798
IND,SOL,9612
IND,FJI,11995
IND,MSI,9597
IND,PAL,6401
IND,FSM,8752
IND,WSM,11188
BHU,USA,12551
BHU,CAN,11823
BHU,BHM,14098
BHU,CUB,14356
BHU,HAI,14565
BHU,DOM,14487
BHU,JAM,14789
BHU,TRI,14774
BHU,BAR,14434
BHU,DMA,14517
BHU,GRN,14664
BHU,SLU,14470
BHU,SVG,14532
BHU,AAB,14216
BHU,SKN,14243
BHU,BLZ,15046
BHU,MEX,14743
BHU,GUA,15367
BHU,HON,15411
BHU,SAL,15458
BHU,NIC,15623
BHU,COS,15832
BHU,PAN,15830
BHU,COL,16073
BHU,VEN,15173
BHU,GUY,14856
BHU,SUR,14747
BHU,ECU,16738
BHU,PER,17829
BHU,BRA,15407
BHU,BOL,17397
BHU,PAR,16726
BHU,CHL,18001
BHU,ARG,16872
BHU,URU,16658
BHU,UK,7666
BHU,IRE,8012
BHU,NTH,7326
BHU,BEL,7414
BHU,LUX,7296
BHU,FRN,7615
BHU,MNC,7374
BHU,LIE,7120
BHU,SWZ,7311
BHU,SPN,8373
BHU,AND,7872
BHU,POR,8896
BHU,GMY,6744
BHU,GFR,7218
BHU,GDR,6744
BHU,POL,6222
BHU,AUH,6602
BHU,AUS,6602
BHU,HUN,6404
BHU,CZE,6704
BHU,CZR,6704
BHU,SLO,6540
BHU,ITA,7030
BHU,SNM,6983
BHU,MLT,7014
BHU,ALB,6443
BHU,SER,6340
BHU,MNG,6465
BHU,MAC,6290
BHU,CRO,6676
BHU,YUG,6340
BHU,BOS,6515
BHU,SLV,6773
BHU,GRC,6175
BHU,CYP,5367
BHU,BUL,6139
BHU,MLD,5673
BHU,RUM,5890
BHU,RUS,5181
BHU,EST,6034
BHU,LAT,6035
BHU,LIT,5936
BHU,UKR,5565
BHU,BLR,5786
BHU,ARM,4372
BHU,GRG,4345
BHU,AZE,3923
BHU,FIN,6037
BHU,SWD,6414
BHU,NOR,6832
BHU,DEN,6769
BHU,ICE,8281
BHU,CAP,11402
BHU,STP,9225
BHU,GNB,10919
BHU,EQG,8878
BHU,GAM,10904
BHU,MLI,10136
BHU,SEN,10924
BHU,BEN,9400
BHU,MAA,10563
BHU,NIR,9104
BHU,CDI,10186
BHU,GUI,10840
BHU,BFO,9510
BHU,LBR,10726
BHU,SIE,10861
BHU,GHA,9697
BHU,TOG,9550
BHU,CAO,8675
BHU,NIG,9334
BHU,GAB,9027
BHU,CEN,7919
BHU,CHA,7894
BHU,CON,8668
BHU,DRC,8668
BHU,UGA,6791
BHU,KEN,6446
BHU,TAZ,6541
BHU,ZAN,6558
BHU,BUI,7269
BHU,RWA,7078
BHU,SOM,5474
BHU,DJI,5157
BHU,ETH,5705
BHU,ERI,5380
BHU,ANG,9095
BHU,MZM,8499
BHU,ZAM,8080
BHU,ZIM,8000
BHU,MAW,7506
BHU,SAF,8756
BHU,TRA,8756
BHU,OFS,9195
BHU,NAM,9505
BHU,LES,9113
BHU,BOT,8878
BHU,SWA,8599
BHU,MAG,6755
BHU,COM,6548
BHU,MAS,6264
BHU,SEY,5067
BHU,MOR,8953
BHU,ALG,7996
BHU,TUN,7387
BHU,LIB,7225
BHU,SUD,6011
BHU,IRN,3717
BHU,TUR,5370
BHU,IRQ,4378
BHU,EGY,5643
BHU,SYR,5119
BHU,LEB,5196
BHU,JOR,5182
