From,To,Distance
TAZ,SKN,11481
TAZ,BLZ,14174
TAZ,MEX,15281
TAZ,GUA,14448
TAZ,HON,14112
TAZ,SAL,14311
TAZ,NIC,14012
TAZ,COS,13777
TAZ,PAN,13263
TAZ,COL,12648
TAZ,VEN,11900
TAZ,GUY,10889
TAZ,SUR,10567
TAZ,ECU,13076
TAZ,PER,12687
TAZ,BRA,9505
TAZ,BOL,11646
TAZ,PAR,10398
TAZ,CHL,11461
TAZ,ARG,10339
TAZ,URU,10126
TAZ,UK,7366
TAZ,IRE,7838
TAZ,NTH,7237
TAZ,BEL,7091
TAZ,LUX,6980
TAZ,FRN,7017
TAZ,MNC,6396
TAZ,LIE,6602
TAZ,SWZ,6606
TAZ,SPN,6752
TAZ,AND,6613
TAZ,POR,7005
TAZ,GMY,6909
TAZ,GFR,6965
TAZ,GDR,6909
TAZ,POL,6684
TAZ,AUH,6418
TAZ,AUS,6418
TAZ,HUN,6229
TAZ,CZE,6677
TAZ,CZR,6677
TAZ,SLO,6390
TAZ,ITA,5903
TAZ,SNM,6163
TAZ,MLT,5326
TAZ,ALB,5605
TAZ,SER,5886
TAZ,MNG,5761
TAZ,MAC,5641
TAZ,CRO,6142
TAZ,YUG,5886
TAZ,BOS,5853
TAZ,SLV,6288
TAZ,GRC,5160
TAZ,CYP,4610
TAZ,BUL,5591
TAZ,MLD,5989
TAZ,RUM,5724
TAZ,RUS,6799
TAZ,EST,7354
TAZ,LAT,7048
TAZ,LIT,6808
TAZ,UKR,6296
TAZ,BLR,6666
TAZ,ARM,5150
TAZ,GRG,5159
TAZ,AZE,5238
TAZ,FIN,7455
TAZ,SWD,7480
TAZ,NOR,7676
TAZ,DEN,7233
TAZ,ICE,9261
TAZ,CAP,7383
TAZ,STP,3672
TAZ,GNB,6374
TAZ,EQG,3377
TAZ,GAM,6536
TAZ,MLI,5605
TAZ,SEN,6653
TAZ,BEN,4285
TAZ,MAA,6630
TAZ,NIR,4621
TAZ,CDI,5135
TAZ,GUI,6106
TAZ,BFO,4941
TAZ,LBR,5725
TAZ,SIE,6044
TAZ,GHA,4518
TAZ,TOG,4442
TAZ,CAO,3252
TAZ,NIG,4214
TAZ,GAB,3378
TAZ,CEN,2554
TAZ,CHA,3358
TAZ,CON,2666
TAZ,DRC,2666
TAZ,UGA,1018
TAZ,KEN,626
TAZ,ZAN,17
TAZ,BUI,1158
TAZ,RWA,1157
TAZ,SOM,1120
TAZ,DJI,1996
TAZ,ETH,1678
TAZ,ERI,2380
TAZ,ANG,2894
TAZ,MZM,2338
TAZ,ZAM,1543
TAZ,ZIM,1521
TAZ,MAW,996
TAZ,SAF,2413
TAZ,TRA,2413
TAZ,OFS,2907
TAZ,NAM,2966
TAZ,LES,2851
TAZ,BOT,2452
TAZ,SWA,2380
TAZ,MAG,1611
TAZ,COM,707
TAZ,MAS,2513
TAZ,SEY,1815
TAZ,MOR,6527
TAZ,ALG,6023
TAZ,TUN,5587
TAZ,LIB,5052
TAZ,SUD,2461
TAZ,IRN,4749
TAZ,TUR,5065
TAZ,IRQ,4377
TAZ,EGY,4099
TAZ,SYR,4360
TAZ,LEB,4371
TAZ,JOR,4147
TAZ,ISR,4259
TAZ,SAU,3446
TAZ,YAR,2406
TAZ,YEM,2406
TAZ,YPR,2114
TAZ,KUW,4007
TAZ,BAH,3796
TAZ,QAT,3738
TAZ,UAE,3729
TAZ,OMA,3848
TAZ,AFG,5452
TAZ,TKM,5188
TAZ,TAJ,5774
TAZ,KYR,6437
TAZ,UZB,6062
TAZ,KZK,6655
TAZ,CHN,9320
TAZ,TBT,6798
TAZ,MON,8852
TAZ,TAW,9520
TAZ,KOR,10202
TAZ,PRK,10126
TAZ,ROK,10202
TAZ,JPN,11343
TAZ,IND,5566
TAZ,BHU,6541
TAZ,PAK,5617
TAZ,BNG,6429
TAZ,MYA,6716
TAZ,SRI,4692
TAZ,NEP,6165
TAZ,MAD,3877
TAZ,THI,7078
TAZ,CAM,7489
TAZ,LAO,7413
TAZ,VNM,7681
TAZ,DRV,7845
TAZ,RVN,7669
TAZ,MAL,6990
TAZ,SIN,7199
TAZ,BRU,8441
TAZ,PHI,9274
TAZ,INS,7453
TAZ,ETM,9491
TAZ,AUL,11384
TAZ,PNG,11853
TAZ,NEW,13084
TAZ,VAN,13746
TAZ,SOL,13136
TAZ,FJI,14786
TAZ,MSI,14342
TAZ,PAL,10656
TAZ,FSM,13262
TAZ,WSM,14376
ZAN,USA,12686
ZAN,CAN,12416
ZAN,BHM,12832
ZAN,CUB,13485
ZAN,HAI,12484
ZAN,DOM,12238
ZAN,JAM,12960
ZAN,TRI,11274
ZAN,BAR,11098
ZAN,DMA,11295
ZAN,GRN,11321
ZAN,SLU,11276
ZAN,SVG,11279
ZAN,AAB,11367
ZAN,SKN,11469
ZAN,BLZ,14162
ZAN,MEX,15271
ZAN,GUA,14436
ZAN,HON,14100
ZAN,SAL,14299
ZAN,NIC,13999
ZAN,COS,13764
ZAN,PAN,13250
ZAN,COL,12634
ZAN,VEN,11887
ZAN,GUY,10876
ZAN,SUR,10553
ZAN,ECU,13061
ZAN,PER,12670
ZAN,BRA,9489
ZAN,BOL,11629
ZAN,PAR,10381
ZAN,CHL,11444
ZAN,ARG,10321
ZAN,URU,10108
ZAN,UK,7368
ZAN,IRE,7840
ZAN,NTH,7240
ZAN,BEL,7093
ZAN,LUX,6983
ZAN,FRN,7019
ZAN,MNC,6397
ZAN,LIE,6604
ZAN,SWZ,6608
ZAN,SPN,6750
ZAN,AND,6613
ZAN,POR,7002
ZAN,GMY,6913
ZAN,GFR,6968
ZAN,GDR,6913
ZAN,POL,6690
ZAN,AUH,6423
ZAN,AUS,6423
ZAN,HUN,6234
ZAN,CZE,6682
ZAN,CZR,6682
ZAN,SLO,6395
ZAN,ITA,5905
ZAN,SNM,6166
ZAN,MLT,5328
ZAN,ALB,5609
ZAN,SER,5890
ZAN,MNG,5765
ZAN,MAC,5645
ZAN,CRO,6146
ZAN,YUG,5890
ZAN,BOS,5857
ZAN,SLV,6292
ZAN,GRC,5164
ZAN,CYP,4618
ZAN,BUL,5596
ZAN,MLD,5996
ZAN,RUM,5730
ZAN,RUS,6808
ZAN,EST,7361
ZAN,LAT,7055
ZAN,LIT,6815
ZAN,UKR,6303
ZAN,BLR,6673
ZAN,ARM,5161
ZAN,GRG,5170
ZAN,AZE,5250
ZAN,FIN,7462
ZAN,SWD,7486
ZAN,NOR,7681
ZAN,DEN,7238
ZAN,ICE,9264
ZAN,CAP,7372
ZAN,STP,3660
ZAN,GNB,6363
ZAN,EQG,3365
ZAN,GAM,6525
ZAN,MLI,5595
ZAN,SEN,6643
ZAN,BEN,4273
ZAN,MAA,6621
ZAN,NIR,4612
ZAN,CDI,5123
ZAN,GUI,6094
ZAN,BFO,4931
ZAN,LBR,5713
ZAN,SIE,6032
ZAN,GHA,4506
ZAN,TOG,4430
ZAN,CAO,3241
ZAN,NIG,4203
ZAN,GAB,3365
ZAN,CEN,2545
ZAN,CHA,3352
ZAN,CON,2652
ZAN,DRC,2652
ZAN,UGA,1013
ZAN,KEN,628
ZAN,TAZ,17
ZAN,BUI,1147
ZAN,RWA,1149
ZAN,SOM,1136
ZAN,DJI,2008
ZAN,ETH,1686
ZAN,ERI,2389
ZAN,ANG,2878
ZAN,MZM,2325
ZAN,ZAM,1526
ZAN,ZIM,1505
ZAN,MAW,980
ZAN,SAF,2398
ZAN,TRA,2398
ZAN,OFS,2892
ZAN,NAM,2949
ZAN,LES,2836
ZAN,BOT,2436
ZAN,SWA,2366
ZAN,MAG,1611
ZAN,COM,709
ZAN,MAS,2519
ZAN,SEY,1830
ZAN,MOR,6523
ZAN,ALG,6022
ZAN,TUN,5587
ZAN,LIB,5052
ZAN,SUD,2465
ZAN,IRN,4761
ZAN,TUR,5073
ZAN,IRQ,4388
ZAN,EGY,4106
ZAN,SYR,4368
ZAN,LEB,4379
ZAN,JOR,4155
ZAN,ISR,4266
ZAN,SAU,3458
ZAN,YAR,2419
ZAN,YEM,2419
ZAN,YPR,2127
ZAN,KUW,4020
ZAN,BAH,3810
ZAN,QAT,3752
ZAN,UAE,3743
ZAN,OMA,3863
ZAN,AFG,5468
ZAN,TKM,5202
ZAN,TAJ,5789
ZAN,KYR,6452
ZAN,UZB,6077
ZAN,KZK,6670
ZAN,CHN,9337
ZAN,TBT,6815
ZAN,MON,8868
ZAN,TAW,9538
ZAN,KOR,10220
ZAN,PRK,10143
ZAN,ROK,10220
ZAN,JPN,11361
ZAN,IND,5583
ZAN,BHU,6558
ZAN,PAK,5634
ZAN,BNG,6447
ZAN,MYA,6733
ZAN,SRI,4708
ZAN,NEP,6182
ZAN,MAD,3894
ZAN,THI,7095
ZAN,CAM,7506
ZAN,LAO,7430
ZAN,VNM,7698
ZAN,DRV,7862
ZAN,RVN,7685
ZAN,MAL,7006
ZAN,SIN,7214
ZAN,BRU,8456
ZAN,PHI,9290
ZAN,INS,7468
ZAN,ETM,9504
ZAN,AUL,11390
ZAN,PNG,11866
ZAN,NEW,13085
ZAN,VAN,13756
ZAN,SOL,13148
ZAN,FJI,14793
ZAN,MSI,14358
ZAN,PAL,10671
ZAN,FSM,13278
ZAN,WSM,14386
BUI,USA,11623
BUI,CAN,11409
BUI,BHM,11692
BUI,CUB,12345
BUI,HAI,11337
BUI,DOM,11091
BUI,JAM,11813
BUI,TRI,10136
BUI,BAR,9956
BUI,DMA,10152
BUI,GRN,10180
BUI,SLU,10132
BUI,SVG,10136
BUI,AAB,10220
BUI,SKN,10322
BUI,BLZ,13015
BUI,MEX,14128
BUI,GUA,13291
BUI,HON,12955
BUI,SAL,13155
BUI,NIC,12859
BUI,COS,12631
BUI,PAN,12120
BUI,COL,11522
BUI,VEN,10752
BUI,GUY,9749
BUI,SUR,9430
BUI,ECU,11980
BUI,PER,11700
BUI,BRA,8519
BUI,BOL,10689
BUI,PAR,9540
BUI,CHL,10745
BUI,ARG,9613
BUI,URU,9398
BUI,UK,6616
BUI,IRE,7061
BUI,NTH,6540
BUI,BEL,6368
BUI,LUX,6272
BUI,FRN,6255
BUI,MNC,5639
BUI,LIE,5904
BUI,SWZ,5873
BUI,SPN,5848
BUI,AND,5781
BUI,POR,6041
BUI,GMY,6300
BUI,GFR,6270
BUI,GDR,6300
BUI,POL,6168
BUI,AUH,5812
BUI,AUS,5812
BUI,HUN,5654
BUI,CZE,6064
BUI,CZR,6064
BUI,SLO,5795
BUI,ITA,5185
BUI,SNM,5468
BUI,MLT,4583
BUI,ALB,4996
BUI,SER,5309
BUI,MNG,5153
BUI,MAC,5066
BUI,CRO,5508
BUI,YUG,5309
BUI,BOS,5239
BUI,SLV,5641
BUI,GRC,4597
BUI,CYP,4249
BUI,BUL,5048
BUI,MLD,5560
BUI,RUM,5240
BUI,RUS,6503
BUI,EST,6911
BUI,LAT,6588
BUI,LIT,6355
BUI,UKR,5900
BUI,BLR,6238
BUI,ARM,5027
BUI,GRG,5043
BUI,AZE,5223
BUI,FIN,7017
BUI,SWD,6969
BUI,NOR,7097
BUI,DEN,6639
BUI,ICE,8538
BUI,CAP,6227
BUI,STP,2521
BUI,GNB,5216
BUI,EQG,2219
BUI,GAM,5379
BUI,MLI,4451
BUI,SEN,5498
BUI,BEN,3127
BUI,MAA,5486
BUI,NIR,3489
BUI,CDI,3978
BUI,GUI,4948
BUI,BFO,3795
BUI,LBR,4570
BUI,SIE,4887
BUI,GHA,3360
BUI,TOG,3283
BUI,CAO,2094
BUI,NIG,3057
BUI,GAB,2229
BUI,CEN,1421
BUI,CHA,2303
BUI,CON,1557
BUI,DRC,1557
BUI,UGA,490
BUI,KEN,862
BUI,TAZ,1158
BUI,ZAN,1147
BUI,RWA,234
BUI,SOM,1864
BUI,DJI,2211
BUI,ETH,1690
BUI,ERI,2297
BUI,ANG,1873
BUI,MZM,2584
BUI,ZAM,1338
BUI,ZIM,1572
BUI,MAW,1216
BUI,SAF,2451
BUI,TRA,2451
BUI,OFS,2917
BUI,NAM,2485
BUI,LES,2896
BUI,BOT,2363
BUI,SWA,2563
BUI,MAG,2604
BUI,COM,1782
BUI,MAS,3605
BUI,SEY,2925
BUI,MOR,5526
BUI,ALG,5134
BUI,TUN,4782
BUI,LIB,4251
BUI,SUD,2043
BUI,IRN,4825
BUI,TUR,4696
BUI,IRQ,4305
BUI,EGY,3677
BUI,SYR,4077
BUI,LEB,4065
BUI,JOR,3858
BUI,ISR,3936
BUI,SAU,3555
BUI,YAR,2587
BUI,YEM,2587
BUI,YPR,2412
BUI,KUW,4078
BUI,BAH,4004
BUI,QAT,3953
BUI,UAE,4056
BUI,OMA,4287
BUI,AFG,5859
BUI,TKM,5372
BUI,TAJ,6107
BUI,KYR,6773
BUI,UZB,6352
BUI,KZK,7002
BUI,CHN,9956
BUI,TBT,7491
BUI,MON,9322
BUI,TAW,10378
BUI,KOR,10884
BUI,PRK,10775
BUI,ROK,10884
BUI,JPN,12053
BUI,IND,6180
BUI,BHU,7269
BUI,PAK,6091
BUI,BNG,7225
BUI,MYA,7637
BUI,SRI,5695
BUI,NEP,6864
BUI,MAD,4900
BUI,THI,8048
BUI,CAM,8489
BUI,LAO,8339
BUI,VNM,8687
BUI,DRV,8728
BUI,RVN,8674
BUI,MAL,8062
BUI,SIN,8288
BUI,BRU,9512
BUI,PHI,10263
BUI,INS,8586
BUI,ETM,10637
BUI,AUL,12458
BUI,PNG,13006
BUI,NEW,13988
BUI,VAN,14894
BUI,SOL,14291
BUI,FJI,15895
BUI,MSI,15390
BUI,PAL,11715
BUI,FSM,14333
BUI,WSM,15525
RWA,USA,11557
RWA,CAN,11319
RWA,BHM,11687
RWA,CUB,12341
RWA,HAI,11356
RWA,DOM,11111
RWA,JAM,11834
RWA,TRI,10188
RWA,BAR,9997
RWA,DMA,10192
RWA,GRN,10226
RWA,SLU,10171
RWA,SVG,10177
RWA,AAB,10246
RWA,SKN,10347
RWA,BLZ,13034
RWA,MEX,14129
RWA,GUA,13322
RWA,HON,12990
RWA,SAL,13190
RWA,NIC,12903
RWA,COS,12684
RWA,PAN,12179
RWA,COL,11599
RWA,VEN,10807
RWA,GUY,9814
RWA,SUR,9500
RWA,ECU,12075
RWA,PER,11839
RWA,BRA,8664
RWA,BOL,10839
RWA,PAR,9715
RWA,CHL,10941
RWA,ARG,9810
RWA,URU,9595
RWA,UK,6449
RWA,IRE,6901
RWA,NTH,6363
RWA,BEL,6196
RWA,LUX,6097
RWA,FRN,6090
RWA,MNC,5472
RWA,LIE,5727
RWA,SWZ,5702
RWA,SPN,5716
RWA,AND,5630
RWA,POR,5928
RWA,GMY,6109
RWA,GFR,6093
RWA,GDR,6109
RWA,POL,5965
RWA,AUH,5620
RWA,AUS,5620
RWA,HUN,5457
RWA,CZE,5873
RWA,CZR,5873
RWA,SLO,5601
RWA,ITA,5010
RWA,SNM,5289
RWA,MLT,4410
RWA,ALB,4802
RWA,SER,5112
RWA,MNG,4959
RWA,MAC,4868
RWA,CRO,5319
RWA,YUG,5112
RWA,BOS,5046
RWA,SLV,5455
RWA,GRC,4396
RWA,CYP,4027
RWA,BUL,4846
RWA,MLD,5347
RWA,RUM,5031
RWA,RUS,6281
RWA,EST,6702
RWA,LAT,6379
RWA,LIT,6145
RWA,UKR,5684
RWA,BLR,6026
RWA,ARM,4795
RWA,GRG,4811
RWA,AZE,4989
RWA,FIN,6807
RWA,SWD,6767
RWA,NOR,6904
RWA,DEN,6446
RWA,ICE,8370
RWA,CAP,6237
RWA,STP,2585
RWA,GNB,5241
RWA,EQG,2267
RWA,GAM,5395
RWA,MLI,4458
RWA,SEN,5509
RWA,BEN,3153
RWA,MAA,5475
RWA,NIR,3464
RWA,CDI,4019
RWA,GUI,4982
RWA,BFO,3787
RWA,LBR,4617
RWA,SIE,4925
RWA,GHA,3400
RWA,TOG,3313
RWA,CAO,2125
RWA,NIG,3081
RWA,GAB,2300
RWA,CEN,1399
RWA,CHA,2220
RWA,CON,1678
RWA,DRC,1678
RWA,UGA,288
RWA,KEN,741
RWA,TAZ,1157
RWA,ZAN,1149
RWA,BUI,234
RWA,SOM,1720
RWA,DJI,1992
RWA,ETH,1465
RWA,ERI,2064
RWA,ANG,2036
RWA,MZM,2787
RWA,ZAM,1561
RWA,ZIM,1778
RWA,MAW,1388
RWA,SAF,2671
RWA,TRA,2671
RWA,OFS,3142
RWA,NAM,2717
RWA,LES,3118
RWA,BOT,2589
RWA,SWA,2773
RWA,MAG,2685
RWA,COM,1827
RWA,MAS,3654
RWA,SEY,2856
RWA,MOR,5425
RWA,ALG,4996
RWA,TUN,4623
RWA,LIB,4089
RWA,SUD,1816
RWA,IRN,4591
RWA,TUR,4476
RWA,IRQ,4072
RWA,EGY,3458
RWA,SYR,3850
RWA,LEB,3840
RWA,JOR,3631
RWA,ISR,3711
RWA,SAU,3323
RWA,YAR,2363
RWA,YEM,2363
RWA,YPR,2197
RWA,KUW,3845
RWA,BAH,3775
RWA,QAT,3724
RWA,UAE,3833
RWA,OMA,4072
RWA,AFG,5638
RWA,TKM,5140
RWA,TAJ,5881
RWA,KYR,6546
RWA,UZB,6123
RWA,KZK,6775
RWA,CHN,9748
RWA,TBT,7295
RWA,MON,9101
RWA,TAW,10204
RWA,KOR,10681
RWA,PRK,10567
RWA,ROK,10681
RWA,JPN,11851
RWA,IND,5977
RWA,BHU,7078
RWA,PAK,5874
RWA,BNG,7046
RWA,MYA,7482
RWA,SRI,5568
RWA,NEP,6670
RWA,MAD,4782
RWA,THI,7904
RWA,CAM,8354
RWA,LAO,8183
RWA,VNM,8554
RWA,DRV,8562
RWA,RVN,8541
RWA,MAL,7956
RWA,SIN,8189
RWA,BRU,9402
RWA,PHI,10121
RWA,INS,8515
RWA,ETM,10578
RWA,AUL,12524
RWA,PNG,12957
RWA,NEW,14120
RWA,VAN,14900
RWA,SOL,14244
RWA,FJI,15940
RWA,MSI,15258
RWA,PAL,11596
RWA,FSM,14215
RWA,WSM,15528
SOM,USA,12582
SOM,CAN,12188
SOM,BHM,13040
SOM,CUB,13691
SOM,HAI,12820
SOM,DOM,12582
SOM,JAM,13299
SOM,TRI,11776
SOM,BAR,11555
SOM,DMA,11745
SOM,GRN,11797
SOM,SLU,11719
SOM,SVG,11734
SOM,AAB,11750
SOM,SKN,11846
SOM,BLZ,14471
SOM,MEX,15451
SOM,GUA,14802
SOM,HON,14491
SOM,SAL,14691
SOM,NIC,14440
SOM,COS,14258
SOM,PAN,13773
SOM,COL,13244
SOM,VEN,12399
SOM,GUY,11442
SOM,SUR,11140
SOM,ECU,13758
SOM,PER,13559
SOM,BRA,10381
SOM,BOL,12553
SOM,PAR,11387
SOM,CHL,12527
SOM,ARG,11399
SOM,URU,11184
SOM,UK,6884
SOM,IRE,7375
SOM,NTH,6702
SOM,BEL,6587
SOM,LUX,6463
SOM,FRN,6561
SOM,MNC,5953
SOM,LIE,6086
SOM,SWZ,6129
SOM,SPN,6486
SOM,AND,6253
SOM,POR,6824
SOM,GMY,6294
SOM,GFR,6435
SOM,GDR,6294
SOM,POL,5994
SOM,AUH,5817
SOM,AUS,5817
SOM,HUN,5605
SOM,CZE,6075
SOM,CZR,6075
SOM,SLO,5780
SOM,ITA,5435
SOM,SNM,5660
SOM,MLT,4912
SOM,ALB,5037
SOM,SER,5275
SOM,MNG,5185
SOM,MAC,5038
SOM,CRO,5579
SOM,YUG,5275
SOM,BOS,5281
SOM,SLV,5732
SOM,GRC,4567
SOM,CYP,3871
SOM,BUL,4961
SOM,MLD,5247
SOM,RUM,5036
SOM,RUS,5938
SOM,EST,6586
SOM,LAT,6301
SOM,LIT,6060
SOM,UKR,5519
SOM,BLR,5903
SOM,ARM,4224
SOM,GRG,4229
SOM,AZE,4251
SOM,FIN,6680
SOM,SWD,6763
SOM,NOR,7013
SOM,DEN,6596
SOM,ICE,8702
SOM,CAP,7733
SOM,STP,4260
SOM,GNB,6797
SOM,EQG,3924
SOM,GAM,6922
SOM,MLI,5976
SOM,SEN,7021
SOM,BEN,4749
SOM,MAA,6909
SOM,NIR,4901
SOM,CDI,5632
SOM,GUI,6565
SOM,BFO,5275
SOM,LBR,6239
SOM,SIE,6523
SOM,GHA,5020
SOM,TOG,4914
SOM,CAO,3758
SOM,NIG,4676
SOM,GAB,3987
SOM,CEN,2967
SOM,CHA,3520
SOM,CON,3399
SOM,DRC,3399
SOM,UGA,1443
SOM,KEN,1003
SOM,TAZ,1120
SOM,ZAN,1136
SOM,BUI,1864
SOM,RWA,1720
SOM,DJI,1085
SOM,ETH,1070
SOM,ERI,1638
SOM,ANG,3737
SOM,MZM,3413
SOM,ZAM,2648
SOM,ZIM,2641
SOM,MAW,2116
SOM,SAF,3523
SOM,TRA,3523
SOM,OFS,4014
SOM,NAM,4059
SOM,LES,3954
SOM,BOT,3571
SOM,SWA,3469
SOM,MAG,2248
SOM,COM,1471
SOM,MAS,2795
SOM,SEY,1362
SOM,MOR,6424
SOM,ALG,5761
SOM,TUN,5233
SOM,LIB,4720
SOM,SUD,2007
SOM,IRN,3729
SOM,TUR,4311
SOM,IRQ,3446
SOM,EGY,3442
SOM,SYR,3574
SOM,LEB,3601
SOM,JOR,3377
SOM,ISR,3508
SOM,SAU,2454
SOM,YAR,1452
SOM,YEM,1452
SOM,YPR,1119
SOM,KUW,3012
SOM,BAH,2745
SOM,QAT,2685
SOM,UAE,2638
SOM,OMA,2733
SOM,AFG,4335
SOM,TKM,4120
SOM,TAJ,4665
SOM,KYR,5325
SOM,UZB,4958
SOM,KZK,5541
SOM,CHN,8230
SOM,TBT,5718
SOM,MON,7734
SOM,TAW,8531
SOM,KOR,9128
SOM,PRK,9040
SOM,ROK,9128
SOM,JPN,10281
SOM,IND,4461
SOM,BHU,5474
SOM,PAK,4498
SOM,BNG,5395
SOM,MYA,5774
SOM,SRI,3850
SOM,NEP,5085
SOM,MAD,3074
SOM,THI,6186
SOM,CAM,6634
SOM,LAO,6475
SOM,VNM,6833
SOM,DRV,6871
SOM,RVN,6820
SOM,MAL,6254
SOM,SIN,6499
SOM,BRU,7695
SOM,PHI,8402
SOM,INS,6882
SOM,ETM,8964
SOM,AUL,11387
SOM,PNG,11353
SOM,NEW,13354
SOM,VAN,13439
SOM,SOL,12636
SOM,FJI,14600
SOM,MSI,13537
SOM,PAL,9880
SOM,FSM,12497
SOM,WSM,14042
DJI,USA,11654
DJI,CAN,11210
DJI,BHM,12287
DJI,CUB,12920
DJI,HAI,12166
DJI,DOM,11940
DJI,JAM,12635
DJI,TRI,11293
DJI,BAR,11035
DJI,DMA,11214
DJI,GRN,11288
DJI,SLU,11182
DJI,SVG,11207
DJI,AAB,11159
DJI,SKN,11248
DJI,BLZ,13751
DJI,MEX,14616
DJI,GUA,14115
DJI,HON,13833
DJI,SAL,14028
DJI,NIC,13825
DJI,COS,13697
DJI,PAN,13253
DJI,COL,12829
DJI,VEN,11909
DJI,GUY,11031
DJI,SUR,10758
DJI,ECU,13423
DJI,PER,13489
DJI,BRA,10402
DJI,BOL,12570
DJI,PAR,11585
DJI,CHL,12891
DJI,ARG,11765
DJI,URU,11551
DJI,UK,5850
DJI,IRE,6344
DJI,NTH,5652
DJI,BEL,5547
DJI,LUX,5421
DJI,FRN,5539
DJI,MNC,4942
DJI,LIE,5047
DJI,SWZ,5103
DJI,SPN,5554
DJI,AND,5277
DJI,POR,5935
DJI,GMY,5225
DJI,GFR,5388
DJI,GDR,5225
DJI,POL,4913
DJI,AUH,4754
DJI,AUS,4754
DJI,HUN,4537
DJI,CZE,5009
DJI,CZR,5009
DJI,SLO,4714
DJI,ITA,4420
DJI,SNM,4629
DJI,MLT,3930
DJI,ALB,3989
DJI,SER,4212
DJI,MNG,4133
DJI,MAC,3979
DJI,CRO,4527
DJI,YUG,4212
DJI,BOS,4229
DJI,SLV,4682
DJI,GRC,3516
DJI,CYP,2790
DJI,BUL,3895
DJI,MLD,4163
DJI,RUM,3958
DJI,RUS,4866
DJI,EST,5501
DJI,LAT,5216
DJI,LIT,4976
DJI,UKR,4434
DJI,BLR,4819
DJI,ARM,3172
DJI,GRG,3180
DJI,AZE,3243
DJI,FIN,5596
DJI,SWD,5679
DJI,NOR,5934
DJI,DEN,5522
DJI,ICE,7637
DJI,CAP,7220
DJI,STP,4138
DJI,GNB,6381
DJI,EQG,3787
DJI,GAM,6466
DJI,MLI,5540
DJI,SEN,6545
DJI,BEN,4467
DJI,MAA,6357
DJI,NIR,4433
DJI,CDI,5336
DJI,GUI,6193
DJI,BFO,4836
DJI,LBR,5936
DJI,SIE,6172
DJI,GHA,4760
DJI,TOG,4630
DJI,CAO,3592
DJI,NIG,4394
DJI,GAB,3910
DJI,CEN,2803
DJI,CHA,3045
DJI,CON,3512
DJI,DRC,3512
DJI,UGA,1722
DJI,KEN,1550
DJI,TAZ,1996
DJI,ZAN,2008
DJI,BUI,2211
DJI,RWA,1992
DJI,SOM,1085
DJI,ETH,549
DJI,ERI,613
DJI,ANG,3951
DJI,MZM,4328
DJI,ZAM,3353
DJI,ZIM,3439
DJI,MAW,2921
DJI,SAF,4363
DJI,TRA,4363
DJI,OFS,4860
DJI,NAM,4669
DJI,LES,4812
DJI,BOT,4361
DJI,SWA,4363
DJI,MAG,3327
DJI,COM,2508
DJI,MAS,3854
DJI,SEY,2271
DJI,MOR,5593
DJI,ALG,4846
DJI,TUN,4277
DJI,LIB,3788
DJI,SUD,1185
DJI,IRN,2758
DJI,TUR,3227
DJI,IRQ,2395
DJI,EGY,2383
DJI,SYR,2489
DJI,LEB,2517
DJI,JOR,2294
DJI,ISR,2427
DJI,SAU,1452
DJI,YAR,412
DJI,YEM,412
DJI,YPR,227
DJI,KUW,2013
DJI,BAH,1836
DJI,QAT,1781
DJI,UAE,1847
DJI,OMA,2082
DJI,AFG,3649
DJI,TKM,3231
DJI,TAJ,3908
DJI,KYR,4576
DJI,UZB,4167
DJI,KZK,4803
DJI,CHN,7766
DJI,TBT,5351
DJI,MON,7111
DJI,TAW,8335
DJI,KOR,8707
DJI,PRK,8586
DJI,ROK,8707
DJI,JPN,9880
DJI,IND,4013
DJI,BHU,5157
DJI,PAK,3882
DJI,BNG,5178
DJI,MYA,5746
DJI,SRI,4086
DJI,NEP,4737
DJI,MAD,3427
DJI,THI,6232
DJI,CAM,6724
DJI,LAO,6432
DJI,VNM,6929
DJI,DRV,6747
DJI,RVN,6916
DJI,MAL,6524
DJI,SIN,6806
DJI,BRU,7908
DJI,PHI,8418
DJI,INS,7320
DJI,ETM,9393
DJI,AUL,12196
DJI,PNG,11748
DJI,NEW,14291
DJI,VAN,13954
DJI,SOL,12996
DJI,FJI,15177
DJI,MSI,13513
DJI,PAL,9997
DJI,FSM,12559
DJI,WSM,14511
ETH,USA,11513
ETH,CAN,11120
ETH,BHM,12019
ETH,CUB,12664
ETH,HAI,11843
ETH,DOM,11611
ETH,JAM,12319
ETH,TRI,10893
ETH,BAR,10649
ETH,DMA,10833
ETH,GRN,10898
ETH,SLU,10804
ETH,SVG,10824
ETH,AAB,10804
ETH,SKN,10896
ETH,BLZ,13467
ETH,MEX,14405
ETH,GUA,13815
ETH,HON,13517
ETH,SAL,13716
ETH,NIC,13489
ETH,COS,13337
ETH,PAN,12874
ETH,COL,12409
ETH,VEN,11514
ETH,GUY,10604
ETH,SUR,10320
ETH,ECU,12979
ETH,PER,12980
ETH,BRA,9872
ETH,BOL,12045
ETH,PAR,11040
ETH,CHL,12342
ETH,ARG,11216
ETH,URU,11002
ETH,UK,5844
ETH,IRE,6332
ETH,NTH,5678
ETH,BEL,5552
ETH,LUX,5432
ETH,FRN,5513
ETH,MNC,4900
ETH,LIE,5053
ETH,SWZ,5085
ETH,SPN,5415
ETH,AND,5188
ETH,POR,5756
